"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pull","Apr 24, 2026, 11:28 AM","Apr 24, 2026, 12:30 PM","","Preacher Curl (Barbell)",,"",2,"failure",36,6,,,9.5
"Pull","Apr 24, 2026, 11:28 AM","Apr 24, 2026, 12:30 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"failure",100,5,,,10
"Pull","Apr 24, 2026, 11:28 AM","Apr 24, 2026, 12:30 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"failure",95,5,,,9
"Pull","Apr 24, 2026, 11:28 AM","Apr 24, 2026, 12:30 PM","","Hammer Curl (Dumbbell)",,"",0,"failure",28,6,,,9
"Pull","Apr 24, 2026, 11:28 AM","Apr 24, 2026, 12:30 PM","","Hammer Curl (Dumbbell)",,"",1,"failure",28,4,,,9.5
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Incline Chest Press (Machine)",,"Please no plateau - back off set up so decent",0,"warmup",40,6,,,
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Incline Chest Press (Machine)",,"Please no plateau - back off set up so decent",1,"warmup",80,4,,,
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Incline Chest Press (Machine)",,"Please no plateau - back off set up so decent",2,"failure",100,4,,,9.5
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Incline Chest Press (Machine)",,"Please no plateau - back off set up so decent",3,"failure",95,6,,,10
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","JM Press (Barbell)",,"Too high warmup maybe? - form much better recently",0,"warmup",60,6,,,
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","JM Press (Barbell)",,"Too high warmup maybe? - form much better recently",1,"failure",70,6,,,
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","JM Press (Barbell)",,"Too high warmup maybe? - form much better recently",2,"failure",70,5,,,
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Shoulder Press (Machine Plates)",,"The big 3",0,"warmup",40,4,,,
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Shoulder Press (Machine Plates)",,"The big 3",1,"warmup",80,4,,,
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Shoulder Press (Machine Plates)",,"The big 3",2,"failure",120,4,,,9
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Shoulder Press (Machine Plates)",,"The big 3",3,"failure",110,5,,,9.5
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Bench Press (Barbell)",,"No spotter back off -sadge",0,"warmup",20,6,,,
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Bench Press (Barbell)",,"No spotter back off -sadge",1,"warmup",60,4,,,
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Bench Press (Barbell)",,"No spotter back off -sadge",2,"failure",92.5,3,,,10
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Bench Press (Barbell)",,"No spotter back off -sadge",3,"failure",85,4,,,10
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Rear Delt Reverse Fly (Cable)",,"",0,"failure",7.5,6,,,
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"failure",20,5,,,9
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"failure",17.5,8,,,10
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Lateral Raise (Cable)",,"10 to 12.5 kg is brutal",0,"failure",12.5,3,,,
"Push","Apr 23, 2026, 6:16 PM","Apr 23, 2026, 7:29 PM","","Lateral Raise (Cable)",,"10 to 12.5 kg is brutal",1,"failure",10,8,,,9
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Squat (Barbell)",,"Up for once - getting back into it w squats",0,"warmup",20,4,,,
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Squat (Barbell)",,"Up for once - getting back into it w squats",1,"warmup",60,6,,,
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Squat (Barbell)",,"Up for once - getting back into it w squats",2,"warmup",80,4,,,
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Squat (Barbell)",,"Up for once - getting back into it w squats",3,"failure",100,5,,,9.5
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Squat (Barbell)",,"Up for once - getting back into it w squats",4,"failure",90,5,,,9.5
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Deadlift (Barbell)",,"Rep farming tbh",0,"warmup",60,6,,,
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Deadlift (Barbell)",,"Rep farming tbh",1,"warmup",100,4,,,
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Deadlift (Barbell)",,"Rep farming tbh",2,"failure",140,4,,,9.5
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Deadlift (Barbell)",,"Rep farming tbh",3,"failure",120,6,,,9.5
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Standing Calf Raise (Smith)",,"",0,"warmup",40,6,,,
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Standing Calf Raise (Smith)",,"",1,"failure",110,11,,,
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Standing Calf Raise (Smith)",,"",2,"failure",110,10,,,
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Leg Extension (Machine)",,"",0,"normal",62.5,8,,,
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Leg Extension (Machine)",,"",1,"normal",62.5,8,,,
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Decline Sit Ups",,"Coulda done more top on 15kg but hip cramp tf",0,"normal",10,6,,,
"Lower","Apr 21, 2026, 6:16 AM","Apr 21, 2026, 8:06 AM","","Decline Sit Ups",,"Coulda done more top on 15kg but hip cramp tf",1,"failure",15,4,,,
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Chest Supported T-bar Row",,"Yummey",0,"warmup",25,6,,,
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Chest Supported T-bar Row",,"Yummey",1,"warmup",50,4,,,
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Chest Supported T-bar Row",,"Yummey",2,"failure",77.5,4,,,9
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Chest Supported T-bar Row",,"Yummey",3,"failure",75,4,,,9
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Lat Pulldown (Cable)",,"",0,"warmup",50,6,,,
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Lat Pulldown (Cable)",,"",1,"failure",95,5,,,9.5
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Lat Pulldown (Cable)",,"",2,"failure",90,6,,,9.5
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Preacher Curl (Barbell)",,"Seat on #5",0,"warmup",18,6,,,
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Preacher Curl (Barbell)",,"Seat on #5",1,"failure",38,6,,,9.5
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Preacher Curl (Barbell)",,"Seat on #5",2,"failure",36,5,,,9.5
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"failure",100,5,,,
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"failure",95,5,,,9.5
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Reverse Curl (Barbell)",,"",0,"failure",40,5,,,9.5
"Pull","Apr 20, 2026, 7:32 PM","Apr 20, 2026, 8:35 PM","","Reverse Curl (Barbell)",,"",1,"failure",35,6,,,9
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Incline Chest Press (Machine)",,"Top went down, big sad, back off little bit easier",0,"warmup",40,6,,,
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Incline Chest Press (Machine)",,"Top went down, big sad, back off little bit easier",1,"warmup",80,4,,,
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Incline Chest Press (Machine)",,"Top went down, big sad, back off little bit easier",2,"failure",100,4,,,10
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Incline Chest Press (Machine)",,"Top went down, big sad, back off little bit easier",3,"failure",95,5,,,9.5
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","JM Press (Barbell)",,"",0,"warmup",40,6,,,
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","JM Press (Barbell)",,"",1,"normal",60,6,,,
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","JM Press (Barbell)",,"",2,"failure",70,5,,,
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Shoulder Press (Machine Plates)",,"",0,"warmup",40,6,,,
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Shoulder Press (Machine Plates)",,"",1,"warmup",80,4,,,
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Shoulder Press (Machine Plates)",,"",2,"failure",115,6,,,9.5
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Shoulder Press (Machine Plates)",,"",3,"failure",110,5,,,9.5
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Bench Press (Barbell)",,"5 or 6 on 85kg",0,"warmup",20,6,,,
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Bench Press (Barbell)",,"5 or 6 on 85kg",1,"warmup",60,4,,,
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Bench Press (Barbell)",,"5 or 6 on 85kg",2,"failure",92.5,3,,,9.5
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Bench Press (Barbell)",,"5 or 6 on 85kg",3,"failure",85,5,,,9
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Single Arm Triceps Pushdown (Cable)",,"Decent",0,"failure",20,5,,,10
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Single Arm Triceps Pushdown (Cable)",,"Decent",1,"failure",17.5,7,,,
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Lateral Raise (Cable)",,"Cuffed from now on",0,"failure",10,8,,,9.5
"Push","Apr 19, 2026, 10:55 AM","Apr 19, 2026, 12:35 PM","","Lateral Raise (Cable)",,"Cuffed from now on",1,"failure",10,6,,,9
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Squat (Barbell)",,"",0,"warmup",20,4,,,
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Squat (Barbell)",,"",1,"warmup",60,6,,,
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Squat (Barbell)",,"",2,"normal",80,4,,,
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Squat (Barbell)",,"",3,"failure",100,4,,,10
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Squat (Barbell)",,"",4,"failure",90,5,,,9.5
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Romanian Deadlift (Barbell)",,"",0,"warmup",60,6,,,
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Romanian Deadlift (Barbell)",,"",1,"warmup",100,6,,,
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Romanian Deadlift (Barbell)",,"",2,"failure",140,5,,,9
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Romanian Deadlift (Barbell)",,"",3,"failure",130,5,,,9
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Standing Calf Raise (Smith)",,"Single leg next time",0,"warmup",40,6,,,
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Standing Calf Raise (Smith)",,"Single leg next time",1,"normal",110,10,,,
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Standing Calf Raise (Smith)",,"Single leg next time",2,"normal",110,9,,,
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Leg Extension (Machine)",,"",0,"normal",62.5,8,,,
"Lower","Apr 18, 2026, 11:40 AM","Apr 18, 2026, 12:40 PM","","Leg Extension (Machine)",,"",1,"normal",62.5,8,,,
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Chest Supported T-bar Row",,"Couldve maybe forced another rep on top set - 2nd set went up so whatever",0,"warmup",25,6,,,
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Chest Supported T-bar Row",,"Couldve maybe forced another rep on top set - 2nd set went up so whatever",1,"warmup",50,4,,,
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Chest Supported T-bar Row",,"Couldve maybe forced another rep on top set - 2nd set went up so whatever",2,"failure",77.5,4,,,9.5
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Chest Supported T-bar Row",,"Couldve maybe forced another rep on top set - 2nd set went up so whatever",3,"failure",72.5,6,,,10
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Lat Pulldown (Cable)",,"Maybe should have warmup higher?",0,"warmup",50,6,,,
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Lat Pulldown (Cable)",,"Maybe should have warmup higher?",1,"failure",95,4,,,9.5
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Lat Pulldown (Cable)",,"Maybe should have warmup higher?",2,"failure",90,6,,,10
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Preacher Curl (Barbell)",,"Im buns at this? Might try cable curl - or put seat lower or summin",0,"warmup",18,6,,,
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Preacher Curl (Barbell)",,"Im buns at this? Might try cable curl - or put seat lower or summin",1,"failure",38,5,,,9.5
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Preacher Curl (Barbell)",,"Im buns at this? Might try cable curl - or put seat lower or summin",2,"failure",36,5,,,9.5
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"failure",100,5,,,9.5
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"failure",95,5,,,
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Hammer Curl (Dumbbell)",,"Ts sucks - try reverse curls out next time",0,"failure",26,6,,,
"Pull","Apr 17, 2026, 11:49 AM","Apr 17, 2026, 12:46 PM","","Hammer Curl (Dumbbell)",,"Ts sucks - try reverse curls out next time",1,"failure",26,5,,,
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Incline Chest Press (Machine)",,"Lovely",0,"warmup",40,6,,,
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Incline Chest Press (Machine)",,"Lovely",1,"warmup",80,4,,,
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Incline Chest Press (Machine)",,"Lovely",2,"failure",100,5,,,10
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Incline Chest Press (Machine)",,"Lovely",3,"failure",95,5,,,9.5
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","JM Press (Barbell)",,"Form maxxing - pretty sure my triceps are cooked",0,"warmup",40,6,,,
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","JM Press (Barbell)",,"Form maxxing - pretty sure my triceps are cooked",1,"normal",60,6,,,
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","JM Press (Barbell)",,"Form maxxing - pretty sure my triceps are cooked",2,"normal",60,6,,,
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Shoulder Press (Machine Plates)",,"Insane up",0,"warmup",40,6,,,
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Shoulder Press (Machine Plates)",,"Insane up",1,"warmup",80,4,,,
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Shoulder Press (Machine Plates)",,"Insane up",2,"failure",115,5,,,9.5
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Shoulder Press (Machine Plates)",,"Insane up",3,"failure",110,5,,,9.5
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Bench Press (Barbell)",,"Might try a 1rm soon idk",0,"warmup",20,6,,,
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Bench Press (Barbell)",,"Might try a 1rm soon idk",1,"warmup",60,4,,,
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Bench Press (Barbell)",,"Might try a 1rm soon idk",2,"failure",90,5,,,9.5
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Bench Press (Barbell)",,"Might try a 1rm soon idk",3,"failure",85,5,,,10
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Single Arm Triceps Pushdown (Cable)",,"",0,"failure",20,4,,,9.5
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Single Arm Triceps Pushdown (Cable)",,"",1,"failure",17.5,7,,,
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Lateral Raise (Cable)",,"",0,"failure",10,8,,,
"Push","Apr 16, 2026, 11:51 AM","Apr 16, 2026, 1:04 PM","Peak workout","Lateral Raise (Cable)",,"",1,"failure",10,6,,,
"Lower","Apr 15, 2026, 10:56 AM","Apr 15, 2026, 11:55 AM","","Squat (Barbell)",,"Misgrooved in last set",0,"warmup",20,6,,,
"Lower","Apr 15, 2026, 10:56 AM","Apr 15, 2026, 11:55 AM","","Squat (Barbell)",,"Misgrooved in last set",1,"warmup",60,6,,,
"Lower","Apr 15, 2026, 10:56 AM","Apr 15, 2026, 11:55 AM","","Squat (Barbell)",,"Misgrooved in last set",2,"normal",80,4,,,
"Lower","Apr 15, 2026, 10:56 AM","Apr 15, 2026, 11:55 AM","","Squat (Barbell)",,"Misgrooved in last set",3,"failure",100,4,,,9
"Lower","Apr 15, 2026, 10:56 AM","Apr 15, 2026, 11:55 AM","","Squat (Barbell)",,"Misgrooved in last set",4,"failure",90,4,,,
"Lower","Apr 15, 2026, 10:56 AM","Apr 15, 2026, 11:55 AM","","Romanian Deadlift (Barbell)",,"ROM is bar goes just below knees",0,"warmup",60,6,,,
"Lower","Apr 15, 2026, 10:56 AM","Apr 15, 2026, 11:55 AM","","Romanian Deadlift (Barbell)",,"ROM is bar goes just below knees",1,"warmup",100,6,,,
"Lower","Apr 15, 2026, 10:56 AM","Apr 15, 2026, 11:55 AM","","Romanian Deadlift (Barbell)",,"ROM is bar goes just below knees",2,"normal",130,4,,,
"Lower","Apr 15, 2026, 10:56 AM","Apr 15, 2026, 11:55 AM","","Romanian Deadlift (Barbell)",,"ROM is bar goes just below knees",3,"failure",140,4,,,8.5
"Lower","Apr 15, 2026, 10:56 AM","Apr 15, 2026, 11:55 AM","","Leg Extension (Machine)",,"",0,"normal",62.5,6,,,
"Lower","Apr 15, 2026, 10:56 AM","Apr 15, 2026, 11:55 AM","","Leg Extension (Machine)",,"",1,"normal",62.5,8,,,
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Chest Supported T-bar Row",,"",0,"warmup",25,6,,,
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Chest Supported T-bar Row",,"",1,"warmup",50,4,,,
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Chest Supported T-bar Row",,"",2,"failure",77.5,4,,,9.5
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Chest Supported T-bar Row",,"",3,"failure",72.5,5,,,9
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Lat Pulldown (Cable)",,"",0,"warmup",50,6,,,
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Lat Pulldown (Cable)",,"",1,"failure",95,4,,,9.5
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Lat Pulldown (Cable)",,"",2,"failure",90,5,,,9
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Preacher Curl (Barbell)",,"40 too heavy?",0,"warmup",28,6,,,
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Preacher Curl (Barbell)",,"40 too heavy?",1,"failure",38,4,,,9
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Preacher Curl (Barbell)",,"40 too heavy?",2,"failure",36,5,,,
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Lat Pulldown - Close Grip (Cable)",,"Crushed my finger top set and still went up 👺",0,"failure",100,5,,,
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Lat Pulldown - Close Grip (Cable)",,"Crushed my finger top set and still went up 👺",1,"failure",95,5,,,
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Hammer Curl (Dumbbell)",,"",0,"failure",26,6,,,
"Pull","Apr 14, 2026, 12:17 PM","Apr 14, 2026, 1:14 PM","","Hammer Curl (Dumbbell)",,"",1,"failure",26,5,,,
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Incline Chest Press (Machine)",,"",0,"warmup",40,6,,,
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Incline Chest Press (Machine)",,"",1,"warmup",80,4,,,
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Incline Chest Press (Machine)",,"",2,"failure",100,4,,,9.5
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Incline Chest Press (Machine)",,"",3,"failure",95,4,,,10
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Shoulder Press (Machine Plates)",,"",0,"warmup",40,6,,,
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Shoulder Press (Machine Plates)",,"",1,"warmup",80,4,,,
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Shoulder Press (Machine Plates)",,"",2,"failure",112.5,5,,,9.5
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Shoulder Press (Machine Plates)",,"",3,"failure",110,4,,,10
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","JM Press (Barbell)",,"Form shit so focusing on it",0,"warmup",40,6,,,
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","JM Press (Barbell)",,"Form shit so focusing on it",1,"normal",60,6,,,
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Bench Press (Barbell)",,"",0,"warmup",20,6,,,
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Bench Press (Barbell)",,"",1,"warmup",60,6,,,
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Bench Press (Barbell)",,"",2,"failure",90,5,,,9.5
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Bench Press (Barbell)",,"",3,"failure",85,4,,,10
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"failure",20,4,,,
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"failure",17.5,7,,,
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Lateral Raise (Cable)",,"Tried cuffed - its actually solid",0,"failure",7.5,8,,,
"Push","Apr 13, 2026, 12:00 PM","Apr 13, 2026, 1:05 PM","","Lateral Raise (Cable)",,"Tried cuffed - its actually solid",1,"failure",10,6,,,
"Lower","Apr 12, 2026, 11:47 AM","Apr 12, 2026, 12:44 PM","Ross Typa session","Squat (Barbell)",,"Solid",0,"warmup",20,6,,,
"Lower","Apr 12, 2026, 11:47 AM","Apr 12, 2026, 12:44 PM","Ross Typa session","Squat (Barbell)",,"Solid",1,"warmup",60,6,,,
"Lower","Apr 12, 2026, 11:47 AM","Apr 12, 2026, 12:44 PM","Ross Typa session","Squat (Barbell)",,"Solid",2,"normal",80,4,,,
"Lower","Apr 12, 2026, 11:47 AM","Apr 12, 2026, 12:44 PM","Ross Typa session","Squat (Barbell)",,"Solid",3,"failure",90,6,,,9.5
"Lower","Apr 12, 2026, 11:47 AM","Apr 12, 2026, 12:44 PM","Ross Typa session","Squat (Barbell)",,"Solid",4,"failure",90,3,,,9
